Days_to_Return,Discount_Applied,Is_Returned,Order_Date,Order_ID,Order_Quantity,Payment_Method,Price,Product_Category,Product_ID,Product_Price,Return_Date,Return_Reason,Return_Status,Shipping_Method,Supplier,User_Age,User_Gender,User_ID,User_Location,Category_Return_Rate,Supplier_Return_Rate,Location_Return_Rate
-334.0,15.68,1,2024-06-12,ORD00000688,2.0,Gift Card,,Clothing,PROD00000688,374.94,2023-07-14,Changed mind,Returned,Next-Day,,61.0,Female,USER00000688,City44,52.423788105947025,,56.310679611650485
80.0,47.22,1,2023-02-19,ORD00000689,2.0,PayPal,,Clothing,PROD00000689,101.48,2023-05-10,Not as described,Returned,Standard,,42.0,Male,USER00000689,City32,52.423788105947025,,39.81481481481482
48.0,47.4,1,2023-08-20,ORD00000690,4.0,PayPal,,Toys,PROD00000690,166.33,2023-10-07,Changed mind,Returned,Standard,,53.0,Male,USER00000690,City87,49.53703703703704,,61.111111111111114
,15.6,0,2023-11-05,ORD00000691,3.0,Gift Card,,Home,PROD00000691,256.22,,,Not Returned,Express,,69.0,Female,USER00000691,City98,49.01477832512315,,47.66355140186916
-77.0,40.38,1,2024-04-04,ORD00000692,4.0,PayPal,,Toys,PROD00000692,123.74,2024-01-18,Wrong item,Returned,Standard,,35.0,Male,USER00000692,City86,49.53703703703704,,50.0
,0.02,0,2023-11-14,ORD00000693,2.0,Gift Card,,Books,PROD00000693,368.46,,,Not Returned,Next-Day,,45.0,Female,USER00000693,City47,50.66144047035767,,54.0
-134.0,0.06,1,2024-12-03,ORD00000694,4.0,PayPal,,Books,PROD00000694,346.02,2024-07-22,Changed mind,Returned,Standard,,68.0,Female,USER00000694,City94,50.66144047035767,,47.368421052631575
,42.02,0,2024-07-16,ORD00000695,2.0,Gift Card,,Books,PROD00000695,279.66,,,Not Returned,Express,,39.0,Female,USER00000695,City78,50.66144047035767,,53.63636363636364
,37.57,0,2023-04-07,ORD00000696,2.0,Credit Card,,Home,PROD00000696,139.38,,,Not Returned,Express,,62.0,Female,USER00000696,City95,49.01477832512315,,55.42168674698795
175.0,30.25,1,2023-02-09,ORD00000697,3.0,Credit Card,,Electronics,PROD00000697,358.74,2023-08-03,Not as described,Returned,Express,,40.0,Male,USER00000697,City41,50.956696878147035,,41.57303370786517
,21.29,0,2023-05-13,ORD00000698,1.0,PayPal,,Books,PROD00000698,183.32,,,Not Returned,Express,,38.0,Male,USER00000698,City38,50.66144047035767,,54.90196078431373
,21.51,0,2024-12-10,ORD00000699,3.0,Debit Card,,Electronics,PROD00000699,165.61,,,Not Returned,Standard,,37.0,Male,USER00000699,City92,50.956696878147035,,43.51851851851852
,0.36,0,2023-04-30,ORD00000700,1.0,Gift Card,,Books,PROD00000700,31.92,,,Not Returned,Next-Day,,20.0,Male,USER00000700,City17,50.66144047035767,,44.827586206896555
,11.82,0,2023-01-08,ORD00000701,2.0,Gift Card,,Books,PROD00000701,111.19,,,Not Returned,Express,,50.0,Male,USER00000701,City66,50.66144047035767,,54.36893203883495
,6.05,0,2023-05-05,ORD00000702,4.0,Credit Card,,Clothing,PROD00000702,285.89,,,Not Returned,Standard,,47.0,Female,USER00000702,City71,52.423788105947025,,61.76470588235294
-143.0,31.68,1,2023-05-29,ORD00000703,1.0,Credit Card,,Electronics,PROD00000703,58.29,2023-01-06,Not as described,Returned,Express,,25.0,Female,USER00000703,City67,50.956696878147035,,54.02298850574713
-544.0,35.66,1,2024-09-07,ORD00000704,3.0,Debit Card,,Toys,PROD00000704,268.57,2023-03-13,Wrong item,Returned,Express,,67.0,Female,USER00000704,City8,49.53703703703704,,49.45054945054945
,32.67,0,2024-11-11,ORD00000705,4.0,Debit Card,,Clothing,PROD00000705,415.86,,,Not Returned,Express,,18.0,Male,USER00000705,City60,52.423788105947025,,46.0
-167.0,15.52,1,2023-10-29,ORD00000706,5.0,Credit Card,,Books,PROD00000706,488.11,2023-05-15,Defective,Returned,Express,,38.0,Female,USER00000706,City95,50.66144047035767,,55.42168674698795
107.0,38.72,1,2023-03-13,ORD00000707,2.0,Debit Card,,Books,PROD00000707,45.84,2023-06-28,Wrong item,Returned,Express,,50.0,Female,USER00000707,City94,50.66144047035767,,47.368421052631575
,44.82,0,2024-12-16,ORD00000708,5.0,Gift Card,,Toys,PROD00000708,355.98,,,Not Returned,Express,,64.0,Female,USER00000708,City40,49.53703703703704,,50.467289719626166
,10.66,0,2023-05-30,ORD00000709,3.0,Credit Card,,Clothing,PROD00000709,228.78,,,Not Returned,Next-Day,,34.0,Female,USER00000709,City67,52.423788105947025,,54.02298850574713
-114.0,11.14,1,2023-10-12,ORD00000710,1.0,Gift Card,,Books,PROD00000710,6.99,2023-06-20,Wrong item,Returned,Next-Day,,23.0,Female,USER00000710,City37,50.66144047035767,,44.761904761904766
,40.79,0,2023-03-10,ORD00000711,3.0,PayPal,,Home,PROD00000711,234.72,,,Not Returned,Next-Day,,44.0,Female,USER00000711,City50,49.01477832512315,,53.06122448979592
-175.0,44.37,1,2024-03-25,ORD00000712,2.0,Credit Card,,Clothing,PROD00000712,151.65,2023-10-02,Defective,Returned,Express,,31.0,Female,USER00000712,City15,52.423788105947025,,57.798165137614674
,13.62,0,2023-02-03,ORD00000713,5.0,Gift Card,,Home,PROD00000713,436.46,,,Not Returned,Next-Day,,37.0,Female,USER00000713,City89,49.01477832512315,,50.505050505050505
17.0,15.25,1,2023-02-23,ORD00000714,5.0,Gift Card,,Books,PROD00000714,116.07,2023-03-12,Not as described,Returned,Next-Day,,56.0,Female,USER00000714,City45,50.66144047035767,,41.83673469387755
,36.89,0,2024-11-17,ORD00000715,4.0,Gift Card,,Toys,PROD00000715,313.9,,,Not Returned,Next-Day,,21.0,Male,USER00000715,City58,49.53703703703704,,55.88235294117647
-118.0,25.35,1,2024-04-21,ORD00000716,3.0,Debit Card,,Books,PROD00000716,256.35,2023-12-25,Wrong item,Returned,Standard,,42.0,Male,USER00000716,City99,50.66144047035767,,49.494949494949495
,15.29,0,2023-05-14,ORD00000717,2.0,Gift Card,,Toys,PROD00000717,389.28,,,Not Returned,Next-Day,,64.0,Female,USER00000717,City17,49.53703703703704,,44.827586206896555
,6.52,0,2024-03-30,ORD00000718,3.0,Gift Card,,Home,PROD00000718,433.4,,,Not Returned,Next-Day,,26.0,Female,USER00000718,City88,49.01477832512315,,53.92156862745098
-210.0,40.2,1,2024-06-29,ORD00000719,4.0,PayPal,,Books,PROD00000719,195.96,2023-12-02,Defective,Returned,Standard,,68.0,Female,USER00000719,City100,50.66144047035767,,48.113207547169814
,28.39,0,2024-09-01,ORD00000720,2.0,Debit Card,,Books,PROD00000720,468.85,,,Not Returned,Standard,,65.0,Female,USER00000720,City34,50.66144047035767,,49.48453608247423
26.0,11.44,1,2023-03-13,ORD00000721,3.0,Credit Card,,Clothing,PROD00000721,9.08,2023-04-08,Wrong item,Returned,Standard,,32.0,Male,USER00000721,City59,52.423788105947025,,50.0
-487.0,20.04,1,2024-12-23,ORD00000722,1.0,Debit Card,,Electronics,PROD00000722,467.97,2023-08-24,Defective,Returned,Express,,19.0,Female,USER00000722,City20,50.956696878147035,,53.06122448979592
86.0,7.9,1,2023-08-07,ORD00000723,5.0,Debit Card,,Clothing,PROD00000723,78.14,2023-11-01,Defective,Returned,Next-Day,,60.0,Male,USER00000723,City21,52.423788105947025,,50.943396226415096
,38.5,0,2023-04-07,ORD00000724,2.0,Credit Card,,Toys,PROD00000724,257.46,,,Not Returned,Standard,,59.0,Female,USER00000724,City80,49.53703703703704,,48.113207547169814
425.0,21.38,1,2023-06-05,ORD00000725,2.0,Debit Card,,Books,PROD00000725,42.72,2024-08-03,Defective,Returned,Standard,,40.0,Female,USER00000725,City58,50.66144047035767,,55.88235294117647
,45.48,0,2024-01-16,ORD00000726,3.0,PayPal,,Clothing,PROD00000726,336.92,,,Not Returned,Express,,26.0,Male,USER00000726,City35,52.423788105947025,,54.285714285714285
,34.06,0,2024-05-23,ORD00000727,5.0,Debit Card,,Home,PROD00000727,200.71,,,Not Returned,Standard,,43.0,Female,USER00000727,City64,49.01477832512315,,51.45631067961165
,46.07,0,2023-08-05,ORD00000728,3.0,PayPal,,Home,PROD00000728,462.98,,,Not Returned,Express,,50.0,Female,USER00000728,City36,49.01477832512315,,45.08196721311475
,12.51,0,2024-01-27,ORD00000729,5.0,Debit Card,,Clothing,PROD00000729,483.14,,,Not Returned,Next-Day,,51.0,Female,USER00000729,City45,52.423788105947025,,41.83673469387755
,24.3,0,2024-04-02,ORD00000730,4.0,Credit Card,,Toys,PROD00000730,478.52,,,Not Returned,Express,,60.0,Female,USER00000730,City83,49.53703703703704,,46.601941747572816
,48.8,0,2024-10-12,ORD00000731,2.0,Debit Card,,Home,PROD00000731,214.66,,,Not Returned,Next-Day,,55.0,Female,USER00000731,City10,49.01477832512315,,59.80392156862745
,11.66,0,2023-11-10,ORD00000732,3.0,PayPal,,Home,PROD00000732,395.46,,,Not Returned,Next-Day,,62.0,Female,USER00000732,City35,49.01477832512315,,54.285714285714285
,13.71,0,2024-06-14,ORD00000733,1.0,Gift Card,,Toys,PROD00000733,324.32,,,Not Returned,Standard,,53.0,Male,USER00000733,City90,49.53703703703704,,50.0
,16.08,0,2024-10-29,ORD00000734,5.0,Gift Card,,Clothing,PROD00000734,431.87,,,Not Returned,Standard,,25.0,Female,USER00000734,City42,52.423788105947025,,51.02040816326531
422.0,27.02,1,2023-05-29,ORD00000735,3.0,Gift Card,,Home,PROD00000735,100.78,2024-07-24,Not as described,Returned,Next-Day,,33.0,Male,USER00000735,City94,49.01477832512315,,47.368421052631575
29.0,6.09,1,2023-11-04,ORD00000736,5.0,Gift Card,,Clothing,PROD00000736,94.91,2023-12-03,Wrong item,Returned,Express,,50.0,Male,USER00000736,City1,52.423788105947025,,42.98245614035088
,24.81,0,2023-12-23,ORD00000737,4.0,Gift Card,,Clothing,PROD00000737,306.82,,,Not Returned,Express,,39.0,Male,USER00000737,City49,52.423788105947025,,46.666666666666664
108.0,3.77,1,2024-04-24,ORD00000738,2.0,PayPal,,Electronics,PROD00000738,46.96,2024-08-10,Changed mind,Returned,Express,,26.0,Male,USER00000738,City29,50.956696878147035,,53.84615384615385
228.0,14.67,1,2023-08-02,ORD00000739,3.0,PayPal,,Electronics,PROD00000739,344.28,2024-03-17,Not as described,Returned,Standard,,70.0,Female,USER00000739,City29,50.956696878147035,,53.84615384615385
30.0,48.18,1,2023-02-09,ORD00000740,5.0,Gift Card,,Clothing,PROD00000740,403.35,2023-03-11,Changed mind,Returned,Next-Day,,29.0,Female,USER00000740,City74,52.423788105947025,,57.291666666666664
-489.0,19.77,1,2024-10-28,ORD00000741,2.0,Credit Card,,Home,PROD00000741,74.26,2023-06-27,Changed mind,Returned,Next-Day,,23.0,Male,USER00000741,City88,49.01477832512315,,53.92156862745098
,13.08,0,2023-12-30,ORD00000742,1.0,Credit Card,,Toys,PROD00000742,380.0,,,Not Returned,Standard,,52.0,Female,USER00000742,City28,49.53703703703704,,52.17391304347826
564.0,19.43,1,2023-04-18,ORD00000743,1.0,Gift Card,,Home,PROD00000743,36.7,2024-11-02,Not as described,Returned,Next-Day,,26.0,Female,USER00000743,City31,49.01477832512315,,51.42857142857142
,48.43,0,2023-12-06,ORD00000744,4.0,Credit Card,,Toys,PROD00000744,490.19,,,Not Returned,Express,,67.0,Female,USER00000744,City28,49.53703703703704,,52.17391304347826
-162.0,40.96,1,2023-06-29,ORD00000745,2.0,PayPal,,Electronics,PROD00000745,303.85,2023-01-18,Changed mind,Returned,Standard,,35.0,Male,USER00000745,City3,50.956696878147035,,50.427350427350426
,34.13,0,2023-03-02,ORD00000746,4.0,Debit Card,,Clothing,PROD00000746,258.65,,,Not Returned,Standard,,63.0,Female,USER00000746,City91,52.423788105947025,,44.21052631578947
,47.41,0,2024-09-22,ORD00000747,4.0,Credit Card,,Toys,PROD00000747,264.42,,,Not Returned,Express,,26.0,Male,USER00000747,City65,49.53703703703704,,50.0
311.0,1.01,1,2023-02-22,ORD00000748,5.0,Gift Card,,Home,PROD00000748,407.85,2023-12-30,Not as described,Returned,Next-Day,,48.0,Male,USER00000748,City41,49.01477832512315,,41.57303370786517
152.0,49.57,1,2023-08-03,ORD00000749,5.0,Credit Card,,Electronics,PROD00000749,355.27,2024-01-02,Changed mind,Returned,Express,,70.0,Female,USER00000749,City86,50.956696878147035,,50.0
28.0,35.59,1,2023-06-14,ORD00000750,3.0,Credit Card,,Home,PROD00000750,357.52,2023-07-12,Changed mind,Returned,Next-Day,,47.0,Male,USER00000750,City55,49.01477832512315,,48.888888888888886
,1.89,0,2023-12-26,ORD00000751,2.0,Gift Card,,Books,PROD00000751,20.62,,,Not Returned,Express,,26.0,Female,USER00000751,City20,50.66144047035767,,53.06122448979592
507.0,35.84,1,2023-06-29,ORD00000752,2.0,Debit Card,,Electronics,PROD00000752,175.24,2024-11-17,Changed mind,Returned,Express,,22.0,Male,USER00000752,City16,50.956696878147035,,44.086021505376344
-419.0,15.83,1,2024-10-01,ORD00000753,3.0,Gift Card,,Books,PROD00000753,23.73,2023-08-09,Wrong item,Returned,Standard,,28.0,Female,USER00000753,City10,50.66144047035767,,59.80392156862745
101.0,44.65,1,2024-07-31,ORD00000754,4.0,Gift Card,,Books,PROD00000754,454.4,2024-11-09,Wrong item,Returned,Standard,,58.0,Female,USER00000754,City68,50.66144047035767,,62.10526315789474
-207.0,27.06,1,2024-10-08,ORD00000755,4.0,Gift Card,,Books,PROD00000755,239.86,2024-03-15,Defective,Returned,Express,,30.0,Female,USER00000755,City12,50.66144047035767,,54.08163265306123
,16.72,0,2023-01-17,ORD00000756,3.0,Debit Card,,Home,PROD00000756,395.32,,,Not Returned,Next-Day,,68.0,Male,USER00000756,City87,49.01477832512315,,61.111111111111114
216.0,14.89,1,2023-04-16,ORD00000757,5.0,Credit Card,,Toys,PROD00000757,20.02,2023-11-18,Defective,Returned,Next-Day,,19.0,Male,USER00000757,City78,49.53703703703704,,53.63636363636364
,3.83,0,2024-08-12,ORD00000758,5.0,PayPal,,Home,PROD00000758,223.89,,,Not Returned,Express,,44.0,Male,USER00000758,City96,49.01477832512315,,48.38709677419355
-157.0,43.26,1,2024-04-22,ORD00000759,4.0,PayPal,,Electronics,PROD00000759,35.7,2023-11-17,Wrong item,Returned,Express,,49.0,Female,USER00000759,City84,50.956696878147035,,55.55555555555556
-19.0,42.2,1,2024-02-23,ORD00000760,2.0,Debit Card,,Home,PROD00000760,53.44,2024-02-04,Wrong item,Returned,Next-Day,,59.0,Male,USER00000760,City89,49.01477832512315,,50.505050505050505
323.0,36.07,1,2023-03-12,ORD00000761,4.0,PayPal,,Books,PROD00000761,402.9,2024-01-29,Defective,Returned,Next-Day,,50.0,Female,USER00000761,City84,50.66144047035767,,55.55555555555556
169.0,3.84,1,2023-02-08,ORD00000762,2.0,PayPal,,Toys,PROD00000762,382.59,2023-07-27,Changed mind,Returned,Express,,53.0,Male,USER00000762,City24,49.53703703703704,,55.55555555555556
230.0,47.79,1,2023-05-13,ORD00000763,4.0,Credit Card,,Clothing,PROD00000763,165.6,2023-12-29,Changed mind,Returned,Express,,53.0,Female,USER00000763,City17,52.423788105947025,,44.827586206896555
,14.42,0,2023-07-14,ORD00000764,2.0,Debit Card,,Clothing,PROD00000764,229.86,,,Not Returned,Standard,,49.0,Female,USER00000764,City69,52.423788105947025,,44.086021505376344
-383.0,4.63,1,2024-04-02,ORD00000765,2.0,Gift Card,,Clothing,PROD00000765,448.82,2023-03-16,Wrong item,Returned,Standard,,19.0,Female,USER00000765,City70,52.423788105947025,,46.15384615384615
-159.0,33.18,1,2024-09-03,ORD00000766,1.0,Debit Card,,Home,PROD00000766,241.36,2024-03-28,Wrong item,Returned,Next-Day,,18.0,Female,USER00000766,City84,49.01477832512315,,55.55555555555556
-50.0,47.02,1,2023-12-15,ORD00000767,4.0,Debit Card,,Home,PROD00000767,421.33,2023-10-26,Changed mind,Returned,Express,,36.0,Male,USER00000767,City48,49.01477832512315,,47.87234042553192
,4.06,0,2024-10-09,ORD00000768,3.0,PayPal,,Books,PROD00000768,423.31,,,Not Returned,Next-Day,,54.0,Female,USER00000768,City7,50.66144047035767,,56.99999999999999
,3.39,0,2024-08-30,ORD00000769,5.0,PayPal,,Clothing,PROD00000769,29.51,,,Not Returned,Express,,21.0,Male,USER00000769,City74,52.423788105947025,,57.291666666666664
,13.72,0,2023-01-07,ORD00000770,4.0,PayPal,,Toys,PROD00000770,497.87,,,Not Returned,Next-Day,,58.0,Female,USER00000770,City71,49.53703703703704,,61.76470588235294
4.0,0.08,1,2023-04-29,ORD00000771,3.0,PayPal,,Home,PROD00000771,257.6,2023-05-03,Wrong item,Returned,Express,,69.0,Male,USER00000771,City50,49.01477832512315,,53.06122448979592
,46.28,0,2023-06-27,ORD00000772,3.0,Debit Card,,Home,PROD00000772,365.79,,,Not Returned,Next-Day,,50.0,Male,USER00000772,City21,49.01477832512315,,50.943396226415096
,31.3,0,2024-08-02,ORD00000773,5.0,Credit Card,,Books,PROD00000773,345.98,,,Not Returned,Express,,62.0,Male,USER00000773,City5,50.66144047035767,,52.4390243902439
,13.69,0,2023-07-28,ORD00000774,4.0,Gift Card,,Electronics,PROD00000774,5.45,,,Not Returned,Express,,50.0,Female,USER00000774,City99,50.956696878147035,,49.494949494949495
127.0,22.94,1,2024-01-12,ORD00000775,2.0,Gift Card,,Books,PROD00000775,198.82,2024-05-18,Wrong item,Returned,Next-Day,,52.0,Male,USER00000775,City70,50.66144047035767,,46.15384615384615
,49.36,0,2023-12-20,ORD00000776,5.0,Debit Card,,Electronics,PROD00000776,201.18,,,Not Returned,Next-Day,,28.0,Male,USER00000776,City47,50.956696878147035,,54.0
238.0,20.92,1,2024-03-09,ORD00000777,3.0,Debit Card,,Toys,PROD00000777,415.28,2024-11-02,Changed mind,Returned,Express,,19.0,Female,USER00000777,City54,49.53703703703704,,51.68539325842697
,24.49,0,2023-12-08,ORD00000778,4.0,Gift Card,,Electronics,PROD00000778,153.98,,,Not Returned,Express,,18.0,Male,USER00000778,City60,50.956696878147035,,46.0
154.0,9.48,1,2023-05-17,ORD00000779,5.0,Debit Card,,Books,PROD00000779,193.53,2023-10-18,Defective,Returned,Express,,42.0,Male,USER00000779,City50,50.66144047035767,,53.06122448979592
-521.0,24.34,1,2024-07-27,ORD00000780,5.0,Debit Card,,Home,PROD00000780,33.34,2023-02-22,Not as described,Returned,Express,,41.0,Female,USER00000780,City84,49.01477832512315,,55.55555555555556
72.0,7.44,1,2023-05-31,ORD00000781,4.0,Debit Card,,Books,PROD00000781,174.71,2023-08-11,Defective,Returned,Standard,,60.0,Female,USER00000781,City85,50.66144047035767,,55.45454545454545
143.0,42.94,1,2024-03-09,ORD00000782,3.0,Gift Card,,Home,PROD00000782,338.78,2024-07-30,Changed mind,Returned,Next-Day,,66.0,Male,USER00000782,City89,49.01477832512315,,50.505050505050505
,14.42,0,2023-07-08,ORD00000783,2.0,Debit Card,,Toys,PROD00000783,80.15,,,Not Returned,Standard,,29.0,Male,USER00000783,City56,49.53703703703704,,45.1219512195122
-217.0,47.52,1,2023-09-12,ORD00000784,5.0,Debit Card,,Home,PROD00000784,312.04,2023-02-07,Not as described,Returned,Express,,43.0,Male,USER00000784,City92,49.01477832512315,,43.51851851851852
,49.91,0,2023-12-08,ORD00000785,3.0,Gift Card,,Clothing,PROD00000785,128.61,,,Not Returned,Standard,,53.0,Female,USER00000785,City49,52.423788105947025,,46.666666666666664
192.0,44.42,1,2024-01-01,ORD00000786,1.0,Debit Card,,Books,PROD00000786,250.63,2024-07-11,Wrong item,Returned,Next-Day,,39.0,Female,USER00000786,City1,50.66144047035767,,42.98245614035088
-50.0,30.38,1,2024-05-09,ORD00000787,2.0,Debit Card,,Toys,PROD00000787,124.8,2024-03-20,Wrong item,Returned,Express,,45.0,Female,USER00000787,City92,49.53703703703704,,43.51851851851852
,2.1,0,2023-09-02,ORD00000788,5.0,Debit Card,,Electronics,PROD00000788,219.96,,,Not Returned,Next-Day,,62.0,Female,USER00000788,City40,50.956696878147035,,50.467289719626166
-185.0,8.03,1,2023-10-11,ORD00000789,2.0,Gift Card,,Clothing,PROD00000789,418.68,2023-04-09,Not as described,Returned,Standard,,66.0,Male,USER00000789,City65,52.423788105947025,,50.0
561.0,32.69,1,2023-01-26,ORD00000790,3.0,Debit Card,,Clothing,PROD00000790,484.56,2024-08-09,Changed mind,Returned,Standard,,46.0,Female,USER00000790,City39,52.423788105947025,,58.65384615384615
,40.92,0,2023-12-28,ORD00000791,3.0,Gift Card,,Books,PROD00000791,52.52,,,Not Returned,Express,,30.0,Female,USER00000791,City18,50.66144047035767,,49.03846153846153
348.0,43.91,1,2023-06-29,ORD00000792,4.0,Debit Card,,Electronics,PROD00000792,455.97,2024-06-11,Not as described,Returned,Standard,,61.0,Male,USER00000792,City3,50.956696878147035,,50.427350427350426
,18.86,0,2023-03-14,ORD00000793,4.0,Credit Card,,Electronics,PROD00000793,421.45,,,Not Returned,Express,,36.0,Female,USER00000793,City43,50.956696878147035,,55.26315789473685
84.0,43.55,1,2023-06-11,ORD00000794,2.0,Gift Card,,Clothing,PROD00000794,472.77,2023-09-03,Not as described,Returned,Next-Day,,37.0,Male,USER00000794,City89,52.423788105947025,,50.505050505050505
,49.83,0,2023-05-23,ORD00000795,1.0,Credit Card,,Books,PROD00000795,107.28,,,Not Returned,Express,,59.0,Male,USER00000795,City30,50.66144047035767,,52.083333333333336
,0.29,0,2023-08-23,ORD00000796,3.0,Credit Card,,Books,PROD00000796,327.59,,,Not Returned,Express,,69.0,Male,USER00000796,City25,50.66144047035767,,38.775510204081634
,12.78,0,2024-09-08,ORD00000797,1.0,Gift Card,,Books,PROD00000797,276.28,,,Not Returned,Standard,,61.0,Male,USER00000797,City34,50.66144047035767,,49.48453608247423
-473.0,28.97,1,2024-07-14,ORD00000798,3.0,Credit Card,,Toys,PROD00000798,33.61,2023-03-29,Defective,Returned,Next-Day,,62.0,Female,USER00000798,City57,49.53703703703704,,48.54368932038835
157.0,48.33,1,2024-04-14,ORD00000799,3.0,PayPal,,Books,PROD00000799,133.34,2024-09-18,Changed mind,Returned,Standard,,28.0,Male,USER00000799,City39,50.66144047035767,,58.65384615384615
-81.0,4.05,1,2024-09-14,ORD00000800,4.0,Credit Card,,Electronics,PROD00000800,443.61,2024-06-25,Not as described,Returned,Next-Day,,35.0,Male,USER00000800,City57,50.956696878147035,,48.54368932038835
